.,Type,Vendor,Model,Serial number,CPU,Memory,GB,Grading,Comments,Repairs,Locked,Locked to,kan sælges på Refurbed,Keyboard,Battery,Battery threshold,Internal
1,Laptop,HP,HP EliteBook 840 G5,5CG9051NZG,i7-8650U,16 GB DDR4,256 GB,C,"Normal W&T, Dents (Palmrest)",,,,FALSE,DK,61.00%,Below,PPT
1,Laptop,HP,EliteBook 840 G6,5CG9425KJK,i7-8665U,16 GB DDR4,256 GB,C,"Normal W&T, Heavy Tear, (Palmrest) Small Marks on Screen",,,,FALSE,DK,69.00%,Below,PPT
1,Laptop,Dell,Latitude 3420,DDX8HS3,i5-1145G7,16 GB DDR4,256 GB,B,Normal W&T,,,,FALSE,DK,82.00%,Above,Januar 25
1,Laptop,Dell,Latitude 3420,64X8HS3,i5-1145G7,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,FALSE,Scandinavian (MUI),92.00%,Above,Januar 25
1,Laptop,Dell,Latitude 3420,6QWRGS3,i5-1145G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Belgian,83.00%,Above,February
1,Laptop,Dell,Latitude 3420,D3X8HS3,i5-1145G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Scandinavian,100.00%,Above,February
1,Laptop,Dell,Latitude 3420,674WGS3,i5-1145G7,16 GB DDR4,256 GB,B,Normal W&T,,MAR,,TRUE,German,100.00%,Above,
1,Laptop,Dell,Latitude 5400,42GGQ13,i7-8665U,16 GB DDR4,256 GB,C,"Normal W&T, Whitespots on screen",,MAR,,FALSE,DK,86.00%,Above,November
1,Laptop,Dell,Latitude 5400,56NZ733,i7-8665U,16 GB DDR4,256 GB,C,"Normal W&T, Whitespots on screen",,No,,FALSE,DK,95.00%,Above,November
1,Laptop,Dell,Latitude 5400,26WSN13,i7-8665U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Whitespots on Screen, Defective Fan",,No,,FALSE,English (International),98.00%,Above,
1,Laptop,Dell,Latitude 5400,1KHSN13,i7-8665U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Whitespots on Screen, Marks on Screen",,No,,FALSE,Nordic,98.00%,Above,
1,Laptop,Dell,Latitude 5400,HNV5633,i7-8665U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Whitespots on Screen",,No,,FALSE,Norwegian,81.00%,Above,
1,Laptop,Dell,Latitude 5420,86B46J3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,French,100.00%,Above,February
1,Laptop,Dell,Latitude 5430,7D4LSQ3,i7-1255U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,FALSE,Nordic,100.00%,Above,
1,Laptop,Dell,Latitude 5430,BJP2TQ3,i7-1255U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,FALSE,Nordic,100.00%,Above,
1,Laptop,Dell,Latitude 5430,B68VCK3,i7-1255U,16 GB DDR4,256 GB,B,Normal W&T,,MAR,,TRUE,Nordic,95.00%,Above,
1,Laptop,Apple,"Macbook Pro 13"" (A1989/2019)",C02Y61DEJHD2,i7-8559U 2.7,16 GB DDR3,512 GB NVMe,B,"Normal W&T, small marks on Screen
Normal W&T
",,No,,FALSE,,69.00%,Below,February
1,Laptop,Apple,"Macbook Pro 13"" (A1706/2017)",C02VH3JLHV2N,"3,1 GHz i5",8GB DDR3,256GB,B,"Normal W&T, missing battery",,No,,FALSE,English UK,N/A,N/A,May
1,Laptop,Apple,"Macbook Pro 13"" (A1708/2017)",FVFWN0LGHV2J,,,,B,Normal W&T,,Yes,Expedia,FALSE,French,N/A,N/A,July
1,Laptop,Apple,"Macbook Pro 13"" (A1989/2019)",C02ZF1A0LVDN,,,,C,"Marks on Screen, Defective Key ""1"" key. ",,Yes,Expedia,FALSE,English UK,N/A,N/A,October
1,Laptop,Apple,"Macbook Pro 15"" (A1398/2015)",C02V10P9G8WL,"2,2 GHz i7",16GB DDR4,256GB,C,Marks on Screen,,No,,FALSE,French,59.00%,Below,July
1,Laptop,Apple,"Macbook Pro 15"" A1990/2019)",C02Z91JNLVDT,,,,B,"Normal W&T, Small Marks on Screen,",,Yes,Expedia,FALSE,Belgian,N/A,N/A,April
1,Laptop,Apple,"Macbook Pro 15"" A1990/2019)",C02X602SJG5L,"2,2 GHz i7",16GB DDR4,256GB,D,"heavy tear (slightly bent corner on screen, small marks screen, worn keys",,No,,FALSE,English US,59.00%,Below,June
1,Laptop,Apple,"Macbook Pro 15"" A1990/2019)",C02X6227JGH7,"2,2 GHz i7",16GB DDR4,256GB,B,Normal W&T,,No,,FALSE,Belgian,70.00%,Below,June
1,Laptop,Apple,"Macbook Pro 15"" A1990/2019)",C02Z91JQLVDT,"2,6 GHz i7",16GB DDR4,256GB,C,"Marks on screen, Defective Key (Tab key, Cannot Repair? - MORTEN)",,No,,FALSE,Belgian,78.00%,Below,May
1,Laptop,Apple,"Macbook Pro 16"" (A2141/2019)",C02CH0H9MD6V,"2,6 GHz i7",32GB DDR4,256GB,D,"Normal W&T, Battery dead, Power button defective",,Yes,GBT,FALSE,English UK,N/A,N/A,November
1,Laptop,Dell,Precision 5570,G6NVHR3,i7-12800H,16 GB DDR5,512 GB,C,"Normal W&T, small scratches (Top Cover)",,Yes,GBT,FALSE,French,46.00%,Below,
1,Laptop,HP,ProBook 430 G6,5CD851652Q,i5-8265U,16 GB DDR4,256 GB,B,"Normal W&T, Small Marks on Screen",Replaced CMOS,No,,FALSE,Scandinavian,100.00%,Above,
1,Laptop,HP,ProBook 450 G7,5CD112695H,i5-10210,8 GB DDR4,256 GB,C,"Normal W&T, Marked Screen, Defective CMOS Battery",,No,,FALSE,Scandinavian,94.00%,Above,Vingaardshus
1,Laptop,HP,ProBook 450 G7,5CD112696K,i5-10210,8 GB DDR4,256 GB,B,"Normal W&T, Defective CMOS Battery",,MAR,,TRUE,Scandinavian,94.00%,Above,Vingaardshus
1,Laptop,Microsoft,Surface Pro 7+,22443613453,i7-1165G7,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Back Cover), Silver",,,,FALSE,,N/A,N/A,August
1,Laptop,Microsoft,Surface Pro 9,0F01V5323103BF,i7-1265U,16 GB DDR5,256 GB NVMe,B,"Normal W&T, Dark Gray (Graphite)",,,,FALSE,UK,96.00%,Above,June
1,Laptop,Lenovo,ThinkPad X1 Yoga G4,PF20Z5Y7,i7-8665U,16 GB DDR3,256 GB NVMe,C,"Normal W&T, Marks on Screen, Defective CMOS Battery",,No,,FALSE,British,80.00%,Above,May
1,Laptop,Lenovo,ThinkPad X1 Yoga G4,PF25K4KH,i7-8665U,16 GB LPDDR3,256 GB,C,"Normal W&T, Heavy Tear (Top Cover) Marks on Screen, Defective CMOS Battery",,MAR,,FALSE,British,85.00%,Above,
1,Laptop,Lenovo,ThinkPad X1 Yoga G4,PF20WX9H,i7-8665U,16 GB LPDDR3,256 GB,C,"Normal W&T, Marks on Screen, Loose Key (F2), (Not good enough  for Refurbed), Defective CMOS Battery",,MAR,,FALSE,Nordic Sticky,83.00%,Above,
1,Laptop,Dell,Latitude 3420,44X8HS3,i5-1145G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Scandinavian,93.00%,Above,
1,Laptop,Dell,Latitude 3420,74X8HS3,i5-1145G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Scandinavian,100.00%,Above,
1,Laptop,Dell,Latitude 5430,6528JR3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Nordic,100.00%,Above,
1,Laptop,Dell,Latitude 3430,HMWVGS3,i5-1235U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top Cover), Cracked Palmrest, Broken Screw (Back Cover can't open)",,Yes,GBT,FALSE,English (UK),82.00%,Above,
1,Laptop,Apple,"Macbook Pro 15"" (A1707/2017)",C02WN0G2HTDF,i7-7920HQ,16 GB DDR3,1000 GB NVMe,C,"Normal W&T, Marks on Screen, Touch Bar Defective (Right Side), Heavy Tear (Palm Rest)",,No,,FALSE,Spanish,65.00%,Below,Maj 25
1,Laptop,Dell,Latitude 5420,JJF56J3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,German,82.00%,Above,Maj 25
1,Laptop,Dell,Latitude 5440,2ZK89Y3,i7-1365U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,English International,78.00%,Below,Maj 25
1,Laptop,Dell,Latitude 5410,6J4M593,i7-10610U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,French,44.00%,Below,Juni 25
1,Laptop,Dell,Latitude 5440,JR03SV3,i7-1365U,16 GB DDR4,256 GB,D,"Normal W&T, Heavy Tear (Top Cover), Small Mark on Screen(Center left), Scratches Palm Rest(Right edge)",,Yes,GBT,FALSE,Swedish/Finnish,98.00%,Above,August '24
1,Laptop,Dell,Latitude 3430,H6G4GS3,i5-1235U,16 GB DDR4,256 GB,D,"Normal W&T, Heavy Tear (Top&Bottom Cover), Broken Screen, Cracked Top Cover, Worn Key (A)",,Yes,GBT,FALSE,English UK,85.00%,Above,Juli '24
1,Laptop,Dell,Latitude 5420,2L9BQN3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Nordic,83.00%,Above,June '25
1,Laptop,Dell,Latitude 5440,4K69D44,i7-1365U,16 GB DDR4,256 GB NVMe,D,"Normal W&T, Heavy Tear (Top Cover), Drop Damage, Defective Microphone",,Yes,GBT,FALSE,French (Europe),92.00%,Above,June '25
1,Laptop,Dell,Latitude 5440,9NSHY04,i7-1365U,16 GB DDR4,256 GB NVMe,D,"N W&T, Heavy Tear (Top & Bottom Cover), Drop Damage, Marks on Screen",,Yes,GBT,FALSE,English (UK),78.00%,Below,June '25
1,Laptop,Dell,Latitude 5440,BYQDFY3,i7-1365U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top Cover)",,Yes,GBT,FALSE,English (International),100.00%,Above,June '25
1,Laptop,Dell,Latitude 5430,BZLSHR3,i7-1255U,16 GB DDR4,512 GB NVMe,B,Normal W&T,,MAR,,TRUE,DK,92.00%,Above,June '25
1,Laptop,Microsoft,Surface Pro 6,5293753,i5-8350U,8 GB LPDDR3,256 GB,C,"Normal W&T, Heavy Tear (Top Cover), Black",,No,,FALSE,Nordic Sticky,100.00%,Above,January '24
1,Laptop,Dell,Latitude 5400,44NZ733,i7-8665U,16 GB DDR4,256 GB,C,"Normal W&T, Whitespots on Screen",,No,,FALSE,DK,N/A,N/A,November
1,Laptop,Dell,Latitude 5410,D0NM593,i7-10610U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,French,100.00%,Above,July '25
1,Laptop,Lenovo,ThinkPad X1 Yoga 3rd,R90P28P2,i5-8350U,16 GB DDR3,256 GB NVMe,C,"Normal W&T, Marks on Screen",,No,,FALSE,French,76.00%,Below,July '25
1,Laptop,HP,EliteBook 745 G2,5CG5341J6R,"AMD Corporation; Family: A-Series; Version: AMD A6 PRO-7050B R4, 5 Compute Cores 2C+3G; Frequency: 2200 MHz; Cores: 2",4 GB DDR3,16 GB SSD,C,Normal W&T.missing trackpoint,,No,,FALSE,Norwegian,,,July '25
1,Laptop,Apple,"Macbook Pro 13"" (A1989/2019)",C02Y10YEJHCF,,,,C,"Normal W&T, Marks on Screen",,No,,FALSE,,,,July '25
1,Laptop,Lenovo,ThinkPad T14s Gen 2,PC24MHHE,i5-1135G7,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Marks on Screen, Whitespots on Screen, Broken Mouse 1, Battery Not Charging. Kan ikke sælges på Refurbed",,No,,FALSE,Nordic,0.00%,Below,Elrecycling
1,Laptop,Dell,Latitude 3430,7PWVGS3,i5-1235U,16 GB DDR4,256 GB NVMe,B,"Normal W&T, Small Scratches (Top Cover)",,Yes,GBT,FALSE,English (UK),90.00%,Above,July '25
1,Laptop,Dell,Latitude 3420,9K4WGS3,i5-1145G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Scandinavian,84.00%,Above,July '25
1,Laptop,Dell,Latitude 3430,GGYXGS3,i5-1235U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Scratches Top Cover",,Yes,GBT,FALSE,Nordic,99.00%,Above,July '25
1,Laptop,Dell,Latitude 5430,7N5LJR3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,MAR,,TRUE,Nordic,100.00%,Above,August '25
1,Laptop,Dell,Latitude 5430,DJK1WV3,i7-1255U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear(Top Cover)",,Yes,GBT,TRUE,Nordic,100.00%,Above,August '25
1,Laptop,Dell,Latitude 5430,4CQRJR3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,MAR,,TRUE,Nordic,100.00%,Above,August '25
1,Laptop,Dell,Latitude 5420,J59L4J3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,UK,100.00%,Above,August '25
1,Laptop,Dell,Latitude 5420,80R46J3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,EN US,81.00%,Above,August '25
1,Laptop,Dell,Latitude 5420,9GR67M3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,EN,63.00%,Below,August '25
1,Laptop,Dell,Latitude 5410,JNYL593,i7-10610U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,French,82.00%,Above,August '25
1,Laptop,Dell,Latitude 5420,6X7BZ33,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,EN,93.00%,Above,August '25
1,Laptop,Dell,Latitude 5410,7RH1GB3,i7-10610U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,German,77.00%,Below,August '25
1,Laptop,Dell,Latitude 5400,8HHSN13,i7-8665U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Whitespots on Screen",,No,,FALSE,UK,78.00%,Below,August '25
1,Laptop,Lenovo,ThinkPad T410,R8A1FPT,N/A,4 GB DDR3,320 GB HDD,C,"Normal W&T, Heavy Tear (Top cover) Worn Keys (E, R, T, A, S)",,No,,FALSE,,90.00%,Above,August '25
1,Laptop,Lenovo,ThinkPad T61,L3Z8616,N/A,1 GB DDR2,80 GB HDD,C,"Normal W&T. Heavy Tear (Top Cover). Worn keyboard, Worn keys (E, R, S, N)",,No,,FALSE,,28.00%,Below,August '25
1,Laptop,Lenovo,ThinkPad T580,R90VB920,i7-8650U,16 GB DDR4,512 GB NVMe,C,"Normal W&T, Heavy Tear(Top Cover), Small Marks on Screen",,No,,FALSE,Nordic,92.00%,Above,HTH
1,Laptop,Apple,"Macbook Pro 13"" (A1989/2019)",C02Y61DFJHD2,i7-8559U 2.7,16 GB DDR3,512GB NVMe,D,"Normal W&T, Broken Screen",,No,,FALSE,,87.00%,Above,August '25
1,Laptop,Dell,Latitude 5430,7ZJGJR3,i7-1265U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,English UK,100.00%,Above,August '25
1,Laptop,Dell,Latitude 5430,24LKSQ3,i7-1265U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,Spanish (Castillian),100.00%,Above,August '25
1,Laptop,Dell,Latitude 5430,F692TQ3,i7-1255U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,Belgian,100.00%,Above,August '25
1,Laptop,Dell,Latitude 5430,9Z71TQ3,i7-1265U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,Spanish (Castillian),93.00%,Above,August '25
1,Laptop,Dell,Latitude 3420,5L4WGS3,i5-1145G7,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,FALSE,Scandinavian (MUI),100.00%,Above,August '25
1,Laptop,Dell,Latitude 3420,GK9SGS3,i5-1145G7,16 GB DDR4,256 GB,B,Normal W&T,,No,,FALSE,Scandinavian (MUI),100.00%,Above,August '25
1,Laptop,Dell,Latitude 3420,8L4WGS3,i5-1145G7,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,FALSE,Scandinavian (MUI),100.00%,Above,August '25
1,Docking Station,Lenovo,40AN,ZJZ0ECFD,N/A,N/A,N/A,C,Heavy W&T (Top cover scratches) (Unsellable on refurbed),,,,FALSE,N/A,N/A,N/A,El-Recycling
1,Docking Station,Lenovo,40A8,UU605Q6V,N/A,N/A,N/A,C,"Normal W&T, Scratches (Top, Back around ports) Heavy Tear (Front)",,,,FALSE,N/A,N/A,N/A,Elrecycling
1,Docking Station,Dell,WD19,GDQQN03,N/A,N/A,N/A,B,"Normal W&T, Scratches (Back)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,4DZLQH3,N/A,N/A,N/A,B,Normal W&T,,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,4Y7MNZ2,N/A,N/A,N/A,C,"Normal W&T, Heavy Tear (Scratches)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,B9W5973,N/A,N/A,N/A,C,"Normal W&T, Scratches, Marks",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,C17CN03,N/A,N/A,N/A,C,"Normal W&T, Marks (Top) Scratches (Front, Back, Bottom)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,9S6CN03,N/A,N/A,N/A,C,"Normal W&T, Scratches (Top, Front, Back)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,2G8ZN03,N/A,N/A,N/A,C,"Normal W&T, Marks, Scratches, Corner damage",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,JKT8N03,N/A,N/A,N/A,C,"Normal W&T, Scratches (Top, Back)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,84HLN03,N/A,N/A,N/A,C,"Normal W&T, Scratches (Top, Front, Back, Right)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,H517KP3,N/A,N/A,N/A,B,Normal W&T,,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,HFGDNR3,N/A,N/A,N/A,B,Normal W&T,,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,1RZ91G3,N/A,N/A,N/A,B,Normal W&T,,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,C4HWLM3,N/A,N/A,N/A,B,"Normal W&T, Scratches (Front, Back)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,HKLHPJ3,N/A,N/A,N/A,C,"Normal W&T, Scratches (Top, Back)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,J3T55S3,N/A,N/A,N/A,C,"Normal W&T, Heavy tear (Edge damage)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,7BDZ4S3,N/A,N/A,N/A,C,"Normal W&T, Heavy tear (Scratches on right side)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,CQHH0L3,N/A,N/A,N/A,C,"Normal W&T, Heavy tear (scratches, edge, corner damage)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,C8P69F3,N/A,N/A,N/A,C,"Normal W&T, Scratches (Top, Front, Back)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,3YKZS3,N/A,N/A,N/A,C,"Normal W&T, Marks (Top) Heavy tear (Edge damage)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,2J3B0G3,N/A,N/A,N/A,C,"Normal W&T, Heavy tear (scratches, edge damage)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,JTW2KP3,N/A,N/A,N/A,C,"Normal W&T, Scratches (Top)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD22TB4,2HRMD44,N/A,N/A,N/A,C,"Normal W&T, Heavy tear (scratches, edge damage)",,,,FALSE,N/A,N/A,N/A,HUC
1,Laptop,Dell,Latitude 5450,545DB54,Ultra 5 135U,32 GB DDR5,256 GB NVMe,C,"Normal W&T, Drop Damage (Top Cover & Palmrest) D",,Yes,,FALSE,Swiss (Europe),100.00%,Above,August '25
1,Laptop,Dell,Latitude 5440,5GS79Y3,i7-1365U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Marks on Screen, Worn Key (A, E)",,Yes,,FALSE,English (Internation),94.00%,Above,August '25
1,Docking Station,Dell,WD19,FRNYN03,N/A,N/A,N/A,C,"Normal W&T, Heavy tear (Top)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19,6NNG883,N/A,N/A,N/A,D,"Normal W&T, Heavy tear (Top, Edge damage)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD19S,3GP69F3,N/A,N/A,N/A,D,"Normal W&T, Heavy tear (Top)",,,,FALSE,N/A,N/A,N/A,HUC
1,Docking Station,Dell,WD22TB4,5JV2NR3,N/A,N/A,N/A,D,"Normal W&T, Heavy tear (Top)",,,,FALSE,N/A,N/A,N/A,HUC
1,Laptop,Lenovo,THINKPAD L15 G1,PF208VKP,RYZEN 5 PRO 4650U,8 GB,256 GB,C,"Normal W&T, Scratches (Top Cover), Slightly Worn Key Board, Removed defective CMOS Battery",,No,,FALSE,DK,76.00%,Below,AK7-IT
1,Laptop,Dell,Latitude 5440,4PM79Y3,i7-1265U,16 GB DDR4,256 GB,C,"Normal W&T, Heavy Tear (Top & Bottom Cover), Cracked Palmrest (R)",,Yes,,FALSE,Czech/Slovak,81.00%,Above,August '25
1,Laptop,Dell,Latitude 5420,F5KQ2M3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,Nordic (MUI),100.00%,Above,September '25
1,Laptop,Dell,Latitude 5420,F4YYPN3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,English (UK),86.00%,Above,September '25
1,Laptop,Dell,Latitude 5420,DVY13M3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,English (UK),100.00%,Above,September '25
